=========================
Training CLS
=========================
Epoch: [  1| 30] | Training Loss: 1.037 | Training Accuracy: 0.65%
Epoch: [  2| 30] | Training Loss: 0.817 | Training Accuracy: 0.70%
Epoch: [  3| 30] | Training Loss: 0.642 | Training Accuracy: 0.71%
Epoch: [  4| 30] | Training Loss: 0.545 | Training Accuracy: 0.74%
Epoch: [  5| 30] | Training Loss: 0.460 | Training Accuracy: 0.77%
Epoch: [  6| 30] | Training Loss: 0.395 | Training Accuracy: 0.79%
Epoch: [  7| 30] | Training Loss: 0.314 | Training Accuracy: 0.78%
Epoch: [  8| 30] | Training Loss: 0.299 | Training Accuracy: 0.77%
Epoch: [  9| 30] | Training Loss: 0.264 | Training Accuracy: 0.78%
Epoch: [ 10| 30] | Training Loss: 0.341 | Training Accuracy: 0.80%
Epoch: [ 11| 30] | Training Loss: 0.454 | Training Accuracy: 0.80%
Epoch: [ 12| 30] | Training Loss: 0.324 | Training Accuracy: 0.84%
Epoch: [ 13| 30] | Training Loss: 0.211 | Training Accuracy: 0.84%
Epoch: [ 14| 30] | Training Loss: 0.119 | Training Accuracy: 0.91%
Epoch: [ 15| 30] | Training Loss: 0.318 | Training Accuracy: 0.85%
Epoch: [ 16| 30] | Training Loss: 0.416 | Training Accuracy: 0.91%
Epoch: [ 17| 30] | Training Loss: 0.252 | Training Accuracy: 0.94%
Epoch: [ 18| 30] | Training Loss: 0.132 | Training Accuracy: 0.93%
Epoch: [ 19| 30] | Training Loss: 0.111 | Training Accuracy: 0.94%
Epoch: [ 20| 30] | Training Loss: 0.095 | Training Accuracy: 0.94%
Epoch: [ 21| 30] | Training Loss: 0.044 | Training Accuracy: 0.96%
Epoch: [ 22| 30] | Training Loss: 0.037 | Training Accuracy: 0.97%
Epoch: [ 23| 30] | Training Loss: 0.032 | Training Accuracy: 0.98%
Epoch: [ 24| 30] | Training Loss: 0.032 | Training Accuracy: 0.97%
Epoch: [ 25| 30] | Training Loss: 0.026 | Training Accuracy: 0.96%
Epoch: [ 26| 30] | Training Loss: 0.042 | Training Accuracy: 0.95%
Epoch: [ 27| 30] | Training Loss: 0.037 | Training Accuracy: 0.96%
Epoch: [ 28| 30] | Training Loss: 0.051 | Training Accuracy: 0.97%
Epoch: [ 29| 30] | Training Loss: 0.034 | Training Accuracy: 0.98%
Epoch: [ 30| 30] | Training Loss: 0.021 | Training Accuracy: 0.97%
