,F1-score
Class 0,0.07142857142857142
Class 2,0.18749999999999997
Class 3,0.0
Class 4,0.2
Class 6,0.3157894736842105
Class 8,0.0
Class 9,0.06896551724137931
Class 11,0.07407407407407408
Class 12,0.14285714285714288
Class 13,0.0
Class 14,0.0
Class 15,0.0
Class 16,0.0
Class 17,0.0
Class 19,0.0
Class 20,0.08
Class 21,0.15384615384615383
Class 23,0.0
Class 24,0.0
Class 26,0.0
Class 27,0.0
Class 28,0.12244897959183675
Class 29,0.08333333333333333
Class 30,0.09523809523809523
Class 31,0.21428571428571427
Class 32,0.2727272727272727
Class 33,0.3076923076923077
Class 34,0.06896551724137931
Class 35,0.0
Class 36,0.11764705882352941
Class 37,0.2608695652173913
Class 38,0.0
Class 39,0.186046511627907
Class 40,0.3157894736842105
Class 41,0.0
Class 42,0.2857142857142857
Class 43,0.0
Class 44,0.1904761904761905
Class 45,0.16
Class 47,0.2105263157894737
Class 48,0.20689655172413793
Class 49,0.0
Class 50,0.3181818181818182
Class 51,0.0
Class 52,0.0
Class 53,0.16
Class 54,0.3
Class 55,0.20000000000000004
Class 56,0.15384615384615383
Class 57,0.15384615384615383
Class 58,0.27906976744186046
Class 59,0.25
Class 60,0.32
Class 61,0.14285714285714288
Class 62,0.23529411764705882
Class 63,0.23529411764705882
Class 64,0.14285714285714288
Class 66,0.3137254901960785
Class 67,0.22222222222222224
Class 69,0.28571428571428564
Class 70,0.32
Class 71,0.14285714285714288
Class 72,0.14285714285714288
Class 73,0.23809523809523808
Class 74,0.0
Class 76,0.23076923076923075
Class 77,0.0
Class 79,0.4000000000000001
Class 80,0.0
Class 81,0.25
Class 82,0.25000000000000006
Class 83,0.21428571428571427
Class 85,0.125
Class 86,0.2105263157894737
Class 87,0.14285714285714288
Class 88,0.24390243902439024
Class 89,0.23076923076923075
Class 91,0.30303030303030304
Class 92,0.0909090909090909
Class 94,0.11111111111111112
Class 95,0.0
Class 96,0.1818181818181818
Class 97,0.24
Class 98,0.3157894736842105
Class 99,0.10526315789473685
Class 100,0.29629629629629634
Class 102,0.14285714285714288
Class 104,0.2608695652173913
Class 105,0.22222222222222224
Class 106,0.25
Class 108,0.22222222222222224
Class 109,0.22222222222222224
Class 110,0.2
Class 111,0.11111111111111112
Class 112,0.2727272727272727
Class 113,0.24
Class 114,0.14285714285714288
Class 116,0.14285714285714288
Class 117,0.14285714285714288
Class 118,0.372093023255814
Class 119,0.0
Class 121,0.35294117647058826
Class 122,0.0
Class 123,0.0
Class 124,0.14285714285714288
Class 125,0.11764705882352941
Class 126,0.16666666666666669
