,Precision
Class 9,0.0
Class 11,0.0
Class 12,0.0
Class 15,0.1
Class 16,0.0
Class 18,0.0
Class 19,0.0
Class 20,0.024390243902439025
Class 21,0.1
Class 22,0.0
Class 24,0.029411764705882353
Class 25,0.0
Class 26,0.07142857142857142
Class 27,0.037037037037037035
Class 29,0.0
Class 30,0.0
Class 31,0.0
Class 32,0.0
Class 33,0.125
Class 34,0.0
Class 35,0.08571428571428572
Class 38,0.0
Class 42,0.0
Class 43,0.08695652173913043
Class 44,0.0
Class 46,0.0
Class 47,0.06666666666666667
Class 48,0.09090909090909091
Class 49,0.0
Class 51,0.0
Class 54,0.1111111111111111
Class 57,0.09090909090909091
Class 59,0.15384615384615385
Class 60,0.5
Class 61,0.08333333333333333
Class 62,0.08333333333333333
Class 64,0.0
Class 65,0.07692307692307693
Class 69,0.1111111111111111
Class 70,0.08333333333333333
Class 73,0.2
Class 75,0.0
Class 76,0.14285714285714285
Class 78,0.0
Class 79,0.0
Class 80,0.2
Class 82,0.0975609756097561
Class 83,0.0
Class 85,0.0
Class 86,0.07407407407407407
Class 87,0.0
Class 88,0.08333333333333333
Class 92,0.0
Class 94,0.0
Class 96,0.18518518518518517
Class 97,0.5
Class 98,0.0
Class 99,0.08888888888888889
Class 101,0.0
Class 102,1.0
Class 103,0.0
Class 104,0.0
Class 107,1.0
Class 108,0.07692307692307693
Class 109,0.0
Class 110,0.2
Class 113,0.038461538461538464
Class 115,0.07407407407407407
Class 119,0.0
Class 120,0.0
Class 122,0.0
Class 123,0.0
Class 124,0.2
Class 125,0.0
Class 126,0.25
Class 127,0.0
Class 128,0.16666666666666666
