,F1-score
Class 0,0.8571428571428571
Class 1,0.8799999999999999
Class 2,0.7272727272727273
Class 3,0.26666666666666666
Class 4,0.64
Class 5,0.380952380952381
Class 6,0.5714285714285714
Class 7,0.25
Class 8,0.7826086956521738
Class 9,0.5882352941176471
Class 10,0.7058823529411764
Class 11,0.5517241379310345
Class 12,0.6
Class 13,0.6896551724137931
Class 14,0.6428571428571429
Class 15,0.761904761904762
Class 16,0.7407407407407408
Class 17,0.6
Class 18,0.6923076923076924
Class 21,0.9166666666666666
Class 22,0.6874999999999999
Class 23,0.5217391304347826
Class 24,0.7000000000000001
Class 25,0.7199999999999999
Class 26,0.47058823529411764
Class 27,0.375
Class 28,0.375
Class 29,0.375
