,precision,recall,f1-score,support
Class 0,0.7857142857142857,0.9166666666666666,0.8461538461538461,12.0
Class 1,0.7777777777777778,0.5833333333333334,0.6666666666666666,12.0
Class 2,0.5555555555555556,0.8333333333333334,0.6666666666666667,12.0
Class 3,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.0
Class 4,0.5714285714285714,0.6666666666666666,0.6153846153846153,12.0
Class 5,0.45454545454545453,0.8333333333333334,0.5882352941176471,12.0
Class 6,0.4444444444444444,0.6666666666666666,0.5333333333333333,12.0
Class 7,0.5,0.16666666666666666,0.25,12.0
Class 8,0.8181818181818182,0.75,0.7826086956521738,12.0
Class 9,0.8181818181818182,0.75,0.7826086956521738,12.0
Class 10,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0
Class 12,0.5833333333333334,0.5833333333333334,0.5833333333333334,12.0
Class 13,0.6923076923076923,0.75,0.7199999999999999,12.0
Class 14,0.6666666666666666,0.8333333333333334,0.7407407407407408,12.0
Class 15,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.0
Class 16,0.8181818181818182,0.75,0.7826086956521738,12.0
Class 17,0.7692307692307693,0.8333333333333334,0.8,12.0
Class 22,0.8333333333333334,0.4166666666666667,0.5555555555555556,12.0
Class 23,0.7058823529411765,1.0,0.8275862068965517,12.0
Class 24,0.6666666666666666,0.3333333333333333,0.4444444444444444,12.0
Class 25,0.4166666666666667,0.4166666666666667,0.4166666666666667,12.0
Class 26,0.5454545454545454,0.5,0.5217391304347826,12.0
Class 27,0.6,0.75,0.6666666666666665,12.0
Class 28,0.7,0.5833333333333334,0.6363636363636365,12.0
Class 29,0.8181818181818182,0.75,0.7826086956521738,12.0
Class 30,0.6153846153846154,0.6666666666666666,0.64,12.0
Class 31,0.375,0.75,0.5,12.0
Class 32,0.0,0.0,0.0,12.0
Class 33,0.5555555555555556,0.4166666666666667,0.4761904761904762,12.0
Class 34,0.8461538461538461,0.9166666666666666,0.8799999999999999,12.0
Class 35,1.0,0.3333333333333333,0.5,12.0
Class 36,1.0,0.4166666666666667,0.5882352941176471,12.0
Class 37,1.0,0.4166666666666667,0.5882352941176471,12.0
Class 38,1.0,0.4166666666666667,0.5882352941176471,12.0
Class 39,1.0,0.4166666666666667,0.5882352941176471,12.0
Class 40,1.0,0.4166666666666667,0.5882352941176471,12.0
Class 41,1.0,0.4166666666666667,0.5882352941176471,12.0
micro avg,0.6641975308641975,0.6058558558558559,0.6336866902237928,444.0
macro avg,0.705418812771754,0.6058558558558561,0.6189794727999157,444.0
weighted avg,0.7054188127717539,0.6058558558558559,0.6189794727999155,444.0
