,Recall
Class 0,0.14285714285714285
Class 1,0.14285714285714285
Class 5,0.0
Class 8,0.0
Class 11,0.0
Class 13,0.2857142857142857
Class 14,0.14285714285714285
Class 15,0.0
Class 16,0.14285714285714285
Class 18,0.0
Class 19,0.0
Class 20,0.0
Class 22,0.0
Class 24,0.14285714285714285
Class 25,0.2857142857142857
Class 26,0.14285714285714285
Class 29,0.0
Class 30,0.16666666666666666
Class 31,0.14285714285714285
Class 32,0.2857142857142857
Class 33,0.2857142857142857
Class 34,0.0
Class 36,0.0
Class 38,0.0
Class 40,0.0
Class 41,0.0
Class 42,0.14285714285714285
Class 43,0.14285714285714285
Class 44,0.14285714285714285
Class 45,0.14285714285714285
Class 46,0.14285714285714285
Class 47,0.6666666666666666
Class 48,0.0
Class 51,0.5714285714285714
Class 53,0.2857142857142857
Class 56,0.14285714285714285
Class 57,0.0
Class 58,0.2857142857142857
Class 59,0.0
Class 60,0.2857142857142857
Class 61,0.0
Class 62,0.0
Class 69,0.0
Class 70,0.0
Class 72,0.0
Class 73,0.14285714285714285
Class 74,0.2857142857142857
Class 75,0.0
Class 76,0.0
Class 80,0.8333333333333334
Class 81,0.25
Class 83,0.42857142857142855
Class 85,0.16666666666666666
Class 86,0.25
Class 88,0.0
Class 90,0.14285714285714285
Class 91,0.14285714285714285
Class 92,0.14285714285714285
Class 93,0.0
Class 94,0.14285714285714285
Class 95,0.42857142857142855
Class 96,0.0
Class 97,0.16666666666666666
Class 98,0.2857142857142857
Class 99,0.14285714285714285
Class 100,0.0
Class 101,0.14285714285714285
Class 103,0.2857142857142857
Class 108,0.14285714285714285
Class 109,0.0
Class 110,0.2857142857142857
Class 111,0.14285714285714285
Class 112,0.2857142857142857
Class 113,0.3333333333333333
Class 115,0.14285714285714285
Class 119,0.0
Class 120,0.14285714285714285
Class 121,0.0
Class 122,0.0
Class 123,0.14285714285714285
Class 124,0.14285714285714285
Class 125,0.14285714285714285
Class 126,0.0
Class 127,0.0
Class 128,0.0
