,F1-score
Class 0,0.6666666666666666
Class 1,0.7407407407407408
Class 2,0.375
Class 3,0.5882352941176471
Class 4,0.7272727272727272
Class 5,0.7857142857142857
Class 6,0.5714285714285715
Class 7,0.5263157894736842
Class 8,0.7333333333333334
Class 9,0.7692307692307692
Class 10,0.5925925925925926
Class 11,0.5384615384615384
Class 12,0.3333333333333333
Class 13,0.5555555555555556
Class 14,0.6666666666666666
Class 15,0.8275862068965517
Class 16,0.9565217391304348
Class 17,0.8
Class 18,0.8
Class 19,0.5
Class 20,0.5
Class 21,0.888888888888889
Class 22,0.3859649122807018
Class 23,0.4210526315789474
Class 24,0.7586206896551724
Class 25,0.3636363636363636
Class 26,0.380952380952381
Class 27,0.6086956521739131
Class 28,0.6363636363636365
Class 29,0.7272727272727272
Class 30,0.5
Class 31,0.26666666666666666
Class 32,0.4651162790697674
Class 33,0.47058823529411764
Class 34,0.3902439024390244
