,precision,recall,f1-score,support
Class 0,0.7777777777777778,0.5833333333333334,0.6666666666666666,12.0
Class 1,0.6666666666666666,0.8333333333333334,0.7407407407407408,12.0
Class 2,0.75,0.25,0.375,12.0
Class 3,1.0,0.4166666666666667,0.5882352941176471,12.0
Class 4,0.8,0.6666666666666666,0.7272727272727272,12.0
Class 5,0.6875,0.9166666666666666,0.7857142857142857,12.0
Class 6,0.6666666666666666,0.5,0.5714285714285715,12.0
Class 7,0.7142857142857143,0.4166666666666667,0.5263157894736842,12.0
Class 8,0.6111111111111112,0.9166666666666666,0.7333333333333334,12.0
Class 9,0.7142857142857143,0.8333333333333334,0.7692307692307692,12.0
Class 10,0.5333333333333333,0.6666666666666666,0.5925925925925926,12.0
Class 11,0.5,0.5833333333333334,0.5384615384615384,12.0
Class 12,0.5,0.25,0.3333333333333333,12.0
Class 13,0.8333333333333334,0.4166666666666667,0.5555555555555556,12.0
Class 14,0.7777777777777778,0.5833333333333334,0.6666666666666666,12.0
Class 15,0.7058823529411765,1.0,0.8275862068965517,12.0
Class 16,1.0,0.9166666666666666,0.9565217391304348,12.0
Class 17,0.7692307692307693,0.8333333333333334,0.8,12.0
Class 18,1.0,0.6666666666666666,0.8,12.0
Class 19,1.0,0.3333333333333333,0.5,12.0
Class 20,1.0,0.3333333333333333,0.5,12.0
Class 21,0.8,1.0,0.888888888888889,12.0
Class 22,0.24444444444444444,0.9166666666666666,0.3859649122807018,12.0
Class 23,0.5714285714285714,0.3333333333333333,0.4210526315789474,12.0
Class 24,0.6470588235294118,0.9166666666666666,0.7586206896551724,12.0
Class 25,0.4,0.3333333333333333,0.3636363636363636,12.0
Class 26,0.4444444444444444,0.3333333333333333,0.380952380952381,12.0
Class 27,0.6363636363636364,0.5833333333333334,0.6086956521739131,12.0
Class 28,0.7,0.5833333333333334,0.6363636363636365,12.0
Class 29,0.8,0.6666666666666666,0.7272727272727272,12.0
Class 30,1.0,0.3333333333333333,0.5,12.0
Class 31,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
Class 32,0.3225806451612903,0.8333333333333334,0.4651162790697674,12.0
Class 33,0.8,0.3333333333333333,0.47058823529411764,12.0
Class 34,0.27586206896551724,0.6666666666666666,0.3902439024390244,12.0
accuracy,0.5976190476190476,0.5976190476190476,0.5976190476190476,0.5976190476190476
macro avg,0.6947628719546864,0.5976190476190476,0.5948205364824973,420.0
weighted avg,0.6947628719546866,0.5976190476190476,0.5948205364824973,420.0
