1.494936230468750000e+04,-6.374477050781250000e+03
1.500495898437500000e+04,-5.356351562500000000e+03
1.494936035156250000e+04,-7.617304687500000000e+03
1.428870117187500000e+04,-6.993300781250000000e+03
1.503044140625000000e+04,-4.776867187500000000e+03
1.426523339843750000e+04,-5.444799316406250000e+03
1.498509960937500000e+04,-7.431230957031250000e+03
1.423938085937500000e+04,-5.138662109375000000e+03
1.432017285156250000e+04,-6.135731933593750000e+03
1.426247558593750000e+04,-4.607864746093750000e+03
1.498605761718750000e+04,-7.279291992187500000e+03
1.425140136718750000e+04,-4.235260742187500000e+03
1.436137402343750000e+04,-5.870292480468750000e+03
1.431882324218750000e+04,-6.180488769531250000e+03
1.498374218750000000e+04,-6.514839843750000000e+03
1.441741699218750000e+04,-4.318083496093750000e+03
1.444985546875000000e+04,-5.820599121093750000e+03
1.496892578125000000e+04,-6.252170410156250000e+03
1.425502539062500000e+04,-7.862312011718750000e+03
1.425703613281250000e+04,-7.672137207031250000e+03
1.498562988281250000e+04,-4.346729980468750000e+03
1.429647070312500000e+04,-6.712200683593750000e+03
1.501489257812500000e+04,-5.088171875000000000e+03
1.475694335937500000e+04,-5.891963378906250000e+03
1.457363476562500000e+04,-4.427425781250000000e+03
1.499291992187500000e+04,-5.656013183593750000e+03
1.497466992187500000e+04,-6.913139160156250000e+03
1.450468164062500000e+04,-7.711537597656250000e+03
1.503480664062500000e+04,-5.254155273437500000e+03
1.502420703125000000e+04,-4.268371582031250000e+03
1.502742968750000000e+04,-4.534171386718750000e+03
1.429031347656250000e+04,-6.069415527343750000e+03
1.497557617187500000e+04,-6.263112304687500000e+03
1.429063574218750000e+04,-6.279946777343750000e+03
1.488231250000000000e+04,-7.545110839843750000e+03
1.497951074218750000e+04,-5.959657226562500000e+03
1.439377929687500000e+04,-5.961517578125000000e+03
1.483324804687500000e+04,-4.286561035156250000e+03
1.428897460937500000e+04,-5.721676757812500000e+03
1.497409277343750000e+04,-7.541024902343750000e+03
1.424330175781250000e+04,-4.219125000000000000e+03
1.499312109375000000e+04,-6.584787109375000000e+03
1.496313574218750000e+04,-6.835252929687500000e+03
1.499897167968750000e+04,-5.725181640625000000e+03
1.503642773437500000e+04,-5.109637695312500000e+03
1.499492773437500000e+04,-7.221932128906250000e+03
1.425618652343750000e+04,-5.434635253906250000e+03
1.468986230468750000e+04,-5.958159667968750000e+03
1.432109960937500000e+04,-7.719129394531250000e+03
1.424311230468750000e+04,-5.081071289062500000e+03
1.433470703125000000e+04,-6.927839843750000000e+03
1.501921386718750000e+04,-7.529595703125000000e+03
1.478720507812500000e+04,-4.316355957031250000e+03
1.425412597656250000e+04,-4.566661132812500000e+03
