,F1-score
Class 0,0.5263157894736842
Class 1,0.5806451612903226
Class 2,0.6
Class 3,0.4444444444444444
Class 4,0.5714285714285715
Class 5,0.7499999999999999
Class 6,0.4827586206896552
Class 7,0.09523809523809525
Class 8,0.6363636363636365
Class 9,0.7826086956521738
Class 10,0.8
Class 11,0.35294117647058826
Class 12,0.6666666666666667
Class 13,0.7857142857142857
Class 14,0.8799999999999999
Class 15,0.8461538461538461
Class 16,0.8181818181818182
Class 17,0.8
Class 18,0.5833333333333334
Class 21,0.8695652173913043
Class 22,0.6666666666666665
Class 23,0.0
Class 24,0.6666666666666667
Class 26,0.8571428571428571
Class 27,0.7826086956521738
Class 28,0.7826086956521738
Class 29,0.7826086956521738
