,precision,recall,f1-score,support
Class 9,0.0,0.0,0.0,7.0
Class 11,0.0,0.0,0.0,7.0
Class 12,0.0,0.0,0.0,7.0
Class 15,0.1,0.14285714285714285,0.11764705882352941,7.0
Class 16,0.0,0.0,0.0,7.0
Class 18,0.0,0.0,0.0,7.0
Class 19,0.0,0.0,0.0,7.0
Class 20,0.024390243902439025,0.14285714285714285,0.04166666666666667,7.0
Class 21,0.1,0.14285714285714285,0.11764705882352941,7.0
Class 22,0.0,0.0,0.0,7.0
Class 24,0.029411764705882353,0.2857142857142857,0.05333333333333333,7.0
Class 25,0.0,0.0,0.0,6.0
Class 26,0.07142857142857142,0.14285714285714285,0.09523809523809523,7.0
Class 27,0.037037037037037035,0.14285714285714285,0.058823529411764705,7.0
Class 29,0.0,0.0,0.0,5.0
Class 30,0.0,0.0,0.0,7.0
Class 31,0.0,0.0,0.0,5.0
Class 32,0.0,0.0,0.0,6.0
Class 33,0.125,0.3333333333333333,0.18181818181818182,6.0
Class 34,0.0,0.0,0.0,6.0
Class 35,0.08571428571428572,0.5,0.14634146341463414,6.0
Class 38,0.0,0.0,0.0,7.0
Class 42,0.0,0.0,0.0,6.0
Class 43,0.08695652173913043,0.3333333333333333,0.13793103448275862,6.0
Class 44,0.0,0.0,0.0,6.0
Class 46,0.0,0.0,0.0,6.0
Class 47,0.06666666666666667,0.3333333333333333,0.1111111111111111,6.0
Class 48,0.09090909090909091,0.16666666666666666,0.11764705882352942,6.0
Class 49,0.0,0.0,0.0,6.0
Class 51,0.0,0.0,0.0,6.0
Class 54,0.1111111111111111,0.16666666666666666,0.13333333333333333,6.0
Class 57,0.09090909090909091,0.16666666666666666,0.11764705882352942,6.0
Class 59,0.15384615384615385,0.3333333333333333,0.21052631578947367,6.0
Class 60,0.5,0.4,0.4444444444444445,5.0
Class 61,0.08333333333333333,0.16666666666666666,0.1111111111111111,6.0
Class 62,0.08333333333333333,0.16666666666666666,0.1111111111111111,6.0
Class 64,0.0,0.0,0.0,6.0
Class 65,0.07692307692307693,0.16666666666666666,0.10526315789473684,6.0
Class 69,0.1111111111111111,0.16666666666666666,0.13333333333333333,6.0
Class 70,0.08333333333333333,0.16666666666666666,0.1111111111111111,6.0
Class 73,0.2,0.16666666666666666,0.1818181818181818,6.0
Class 75,0.0,0.0,0.0,6.0
Class 76,0.14285714285714285,0.16666666666666666,0.15384615384615383,6.0
Class 78,0.0,0.0,0.0,6.0
Class 79,0.0,0.0,0.0,6.0
Class 80,0.2,0.16666666666666666,0.1818181818181818,6.0
Class 82,0.0975609756097561,0.5714285714285714,0.16666666666666669,7.0
Class 83,0.0,0.0,0.0,7.0
Class 85,0.0,0.0,0.0,7.0
Class 86,0.07407407407407407,0.2857142857142857,0.11764705882352941,7.0
Class 87,0.0,0.0,0.0,7.0
Class 88,0.08333333333333333,0.2857142857142857,0.12903225806451613,7.0
Class 92,0.0,0.0,0.0,7.0
Class 94,0.0,0.0,0.0,7.0
Class 96,0.18518518518518517,0.7142857142857143,0.2941176470588235,7.0
Class 97,0.5,0.14285714285714285,0.22222222222222224,7.0
Class 98,0.0,0.0,0.0,7.0
Class 99,0.08888888888888889,0.5714285714285714,0.15384615384615385,7.0
Class 101,0.0,0.0,0.0,7.0
Class 102,1.0,0.14285714285714285,0.25,7.0
Class 103,0.0,0.0,0.0,7.0
Class 104,0.0,0.0,0.0,6.0
Class 107,1.0,0.14285714285714285,0.25,7.0
Class 108,0.07692307692307693,0.14285714285714285,0.1,7.0
Class 109,0.0,0.0,0.0,7.0
Class 110,0.2,0.14285714285714285,0.16666666666666666,7.0
Class 113,0.038461538461538464,0.14285714285714285,0.060606060606060615,7.0
Class 115,0.07407407407407407,0.2857142857142857,0.11764705882352941,7.0
Class 119,0.0,0.0,0.0,7.0
Class 120,0.0,0.0,0.0,7.0
Class 122,0.0,0.0,0.0,7.0
Class 123,0.0,0.0,0.0,7.0
Class 124,0.2,0.16666666666666666,0.1818181818181818,6.0
Class 125,0.0,0.0,0.0,7.0
Class 126,0.25,0.14285714285714285,0.18181818181818182,7.0
Class 127,0.0,0.0,0.0,7.0
Class 128,0.16666666666666666,0.14285714285714285,0.15384615384615383,7.0
micro avg,0.06941176470588235,0.1172962226640159,0.08721359940872138,503.0
macro avg,0.08687584002697901,0.1180581323438466,0.07429223891743535,503.0
weighted avg,0.08714527539315076,0.1172962226640159,0.07301598768618313,503.0
