,Recall
Class 0,0.18181818181818182
Class 1,0.09090909090909091
Class 2,0.2727272727272727
Class 3,0.09090909090909091
Class 4,0.09090909090909091
Class 5,0.0
Class 6,0.09090909090909091
Class 7,0.09090909090909091
Class 8,0.09090909090909091
Class 9,0.0
Class 10,0.18181818181818182
Class 11,0.09090909090909091
Class 12,0.0
Class 13,0.0
Class 14,0.0
Class 15,0.45454545454545453
Class 16,0.09090909090909091
Class 17,0.09090909090909091
Class 18,0.18181818181818182
Class 19,0.09090909090909091
Class 20,0.09090909090909091
Class 21,0.0
Class 22,0.0
Class 23,0.09090909090909091
Class 24,0.0
Class 26,0.2727272727272727
Class 27,0.0
Class 28,0.0
Class 29,0.09090909090909091
Class 30,0.0
Class 31,0.2727272727272727
Class 32,0.18181818181818182
Class 33,0.36363636363636365
Class 34,0.18181818181818182
Class 35,0.09090909090909091
Class 36,0.18181818181818182
Class 37,0.36363636363636365
Class 39,0.2727272727272727
Class 40,0.09090909090909091
Class 41,0.2727272727272727
Class 42,0.36363636363636365
Class 44,0.36363636363636365
Class 45,0.09090909090909091
Class 46,0.0
Class 47,0.18181818181818182
Class 49,0.2727272727272727
Class 50,0.0
Class 51,0.09090909090909091
Class 52,0.0
Class 53,0.09090909090909091
Class 54,0.09090909090909091
Class 55,0.8181818181818182
Class 56,0.18181818181818182
Class 57,0.09090909090909091
Class 58,0.2727272727272727
Class 59,0.2727272727272727
Class 60,0.09090909090909091
Class 61,0.18181818181818182
Class 62,0.09090909090909091
Class 63,0.09090909090909091
Class 64,0.18181818181818182
Class 65,0.18181818181818182
Class 66,0.36363636363636365
Class 67,0.18181818181818182
Class 68,0.45454545454545453
Class 69,0.18181818181818182
Class 70,0.09090909090909091
Class 71,0.0
Class 72,0.36363636363636365
Class 73,0.2
Class 74,0.0
Class 75,0.36363636363636365
Class 76,0.18181818181818182
Class 79,0.2727272727272727
Class 80,0.7272727272727273
Class 81,0.09090909090909091
Class 82,0.2727272727272727
Class 83,0.0
Class 84,0.09090909090909091
Class 85,0.18181818181818182
Class 86,0.09090909090909091
Class 87,0.5454545454545454
Class 88,0.09090909090909091
Class 89,0.09090909090909091
Class 90,0.0
Class 91,0.18181818181818182
Class 92,0.5454545454545454
Class 93,0.2727272727272727
Class 94,0.0
Class 95,0.2727272727272727
Class 96,0.2727272727272727
Class 97,0.18181818181818182
Class 98,0.0
Class 99,0.2727272727272727
Class 100,0.36363636363636365
Class 101,0.2727272727272727
Class 103,0.36363636363636365
Class 104,0.2727272727272727
Class 106,0.5454545454545454
Class 107,0.09090909090909091
Class 108,0.18181818181818182
Class 109,0.0
Class 110,0.5454545454545454
Class 111,0.36363636363636365
Class 113,0.09090909090909091
Class 114,0.09090909090909091
Class 115,0.6363636363636364
Class 116,0.09090909090909091
Class 118,0.2727272727272727
Class 120,0.18181818181818182
Class 122,0.45454545454545453
Class 123,0.2727272727272727
Class 124,0.18181818181818182
Class 125,0.0
Class 126,0.36363636363636365
Class 127,0.09090909090909091
Class 128,0.09090909090909091
